county_fips,county_name,state_abbr,clay_mean,silt_mean,sand_mean,ph_mean,soc_mean,bdod_mean
27035,Crow Wing,MN,12.591256170247629,30.052262253446123,57.356100608319856,5.537257030497921,52.56304815353419,1.181229953095877
27131,Rice,MN,26.768656905507395,43.47736593488136,29.753530125061083,6.292119884893128,45.69970861310698,1.3204544549617216
27163,Washington,MN,14.177181601011757,31.563906974565555,54.25879432291911,5.949187315565132,47.61315284088248,1.2629748465970303
27145,Stearns,MN,18.27253433733673,30.57641293145153,51.15085501545969,6.3688976295143345,43.819416107523715,1.2646917527291084
27141,Sherburne,MN,10.491271704573245,16.55406700904867,72.9544142822206,5.833952066519932,47.00476889214967,1.2382462704817805
27079,Le Sueur,MN,32.36212944664032,43.93045331027668,23.707643692358367,6.390396492094862,46.32903903162055,1.3436664196310935
27031,Cook,MN,18.49602302735819,39.64940319002852,41.855059680997144,5.175768458857083,57.0299107378651,1.0201151428722337
27023,Chippewa,MN,29.69990346119992,46.399122632669865,23.900604787188733,7.167094466055254,47.928399443482206,1.2913052613646046
27137,St. Louis,MN,19.651159051040015,37.99838568206499,42.35052627182357,5.321130231392532,67.10763511820232,1.0757969259042686
27043,Faribault,MN,34.480172266889745,44.435615249957394,21.08430543291351,6.651529798144104,41.14087000975972,1.382842713513346
27051,Grant,MN,29.98131260151597,35.79710341093666,34.22242149431511,7.221880075798592,48.10172069572279,1.2944888670817543
27017,Carlton,MN,16.931671038321284,42.50766585631118,40.56088541999872,5.4074291472074725,65.37049772887211,1.1710186488388459
27115,Pine,MN,16.76205402221474,36.177558061258836,47.05985148098283,5.4204644900706835,61.807318663749584,1.1961382951868058
27097,Morrison,MN,12.018179094156967,27.56752564250317,60.41435980177481,5.773702892704852,50.12945027083093,1.2233089777572894
27091,Martin,MN,32.868532401524774,38.62800190597205,28.503405336721727,6.889736340533672,42.238749999999996,1.3882071156289708
27069,Kittson,MN,34.312498936296954,29.320989839508485,36.36648909917116,7.241897986622871,56.835080075565465,1.2538885579590517
27149,Stevens,MN,32.5818252806247,38.460232633805106,28.957571172929885,7.245095168374817,46.22696111924516,1.3227135187896537
27117,Pipestone,MN,33.33323913377361,45.47150053755183,21.194996160344033,6.725252649362618,39.07416372293043,1.3718163108585473
27129,Renville,MN,31.86649725368644,43.93854867014609,24.194958634364248,6.992257902773663,44.621895298220025,1.3673140825489438
27015,Brown,MN,28.356690784367725,36.00426107202764,35.63884034749518,6.867774078061236,46.05282777958591,1.3792621986330522
27087,Mahnomen,MN,21.5543264052981,32.87311247207086,45.572601308450274,6.6953175483435405,51.25605278809214,1.222884377360917
27053,Hennepin,MN,16.09430406137937,25.31823867900926,58.58691101659578,6.177983487615712,48.30899424568426,1.260825619214411
27151,Swift,MN,31.602607301078173,40.949910284707116,27.447390317099895,7.18508979468695,47.212987281070866,1.263980183241501
27147,Steele,MN,30.23404597306534,47.88072283516175,21.88501739985331,6.2551536336823705,44.63479034347154,1.3404790811629033
27041,Douglas,MN,22.535993645924627,29.881186094069527,47.58289329535495,6.845400598889863,45.254975533158046,1.267589103125913
27103,Nicollet,MN,30.14104366798994,42.34329828176611,27.515112579169067,6.839434528319041,45.490747643725186,1.3448686244204018
27125,Red Lake,MN,21.28548908940576,24.233860588848547,54.48146277456232,7.037424955962182,48.41750368479707,1.2982287809612827
27029,Clearwater,MN,17.101964178471754,29.828821492916944,53.06912247853887,6.481937329989049,52.90675274667044,1.1650568763909988
27013,Blue Earth,MN,34.89347034246331,46.69177052458665,18.414864478805843,6.6771310216762485,44.12009249009035,1.3646145055886871
27055,Houston,MN,24.375800094326912,59.159690405605716,16.464189462336613,6.198682792076539,48.18848201051071,1.3102386807707855
27119,Polk,MN,29.458796308751914,37.856095133040974,32.68536683795636,7.192020231913692,50.32267480965321,1.2796610078291049
27011,Big Stone,MN,33.07235260078441,40.03141837587604,26.89664051951392,7.078280717546454,51.01678132836109,1.308705394457661
27127,Redwood,MN,30.166024915062287,39.70192307692308,30.132193570868544,6.896556755814966,47.24325289659378,1.3887032842582108
27019,Carver,MN,24.404791814405833,35.8217531151859,39.77262182149731,6.400129166244556,46.111450207679056,1.30528087326512
27135,Roseau,MN,18.839213559796395,22.790246462243523,58.37064842834403,6.9583620493624165,52.25044342213438,1.2342704962479665
48057,Calhoun,TX,31.06788979788258,34.471703561116456,34.46092998075072,6.606207892204043,42.786369104908566,1.4864088065447547
48189,Hale,TX,29.568143315374794,33.21175298184423,37.22016287253589,7.301667652829248,14.37955684967768,1.504524150602597
48077,Clay,TX,30.060253730529457,43.70736836365619,26.23190534179102,6.774377942165434,25.848995801450407,1.5710009269525074
48011,Armstrong,TX,30.59299758109533,39.00399274328599,30.40342833219624,7.126804875023258,22.38884667865782,1.480936085095826
48327,Menard,TX,41.94333256297666,42.5034963187956,15.553078675426724,7.302230182574531,35.862138069926374,1.4942822476806763
48361,Orange,TX,23.657885768588,50.52499262706033,25.817118327489595,5.299282367205164,52.71348101058427,1.3857721925484157
48177,Gonzales,TX,19.230320886814468,22.735598016336056,58.034404900816796,6.3973541423570595,30.793491831971995,1.5540848891481915
48147,Fannin,TX,25.78528453496972,51.35582961882109,22.858604009674387,6.202498550840512,31.92647464470607,1.496321533510564
48391,Refugio,TX,30.24766112765344,27.555694297697947,42.19694553837287,6.700083245285436,42.41531713252009,1.5677923990650913
