county_fips,year,TMIN,TMAX,PRCP,SNOW,HTDD,CLDD,TSUN,AWND,EMXT,EMNT,RHAV
05001,2010,19.766666666666666,31.244444444444444,62.104166666666664,0.0,6.622222222222223,223.5388888888889,,,34.93888888888889,13.922222222222222,
05001,2011,18.735294117647058,29.686666666666667,131.51666666666668,0.0,15.186666666666667,190.8,,,34.82,13.288235294117648,
05001,2012,19.11111111111111,29.93333333333333,84.55833333333334,0.0,7.627777777777778,193.54444444444445,,,35.47777777777778,14.200000000000001,
05001,2013,18.0,28.86111111111111,99.16250000000001,0.0,22.333333333333332,174.2888888888889,,,33.74444444444444,10.738888888888889,
05001,2014,18.144444444444446,27.955555555555556,104.88076923076923,0.0,18.12777777777778,160.67222222222222,,,32.266666666666666,11.666666666666666,
05001,2015,19.188235294117646,29.788235294117644,78.24347826086957,0.0,6.894117647058824,190.9764705882353,,,33.7235294117647,13.405882352941177,
05001,2016,19.455555555555556,29.53888888888889,92.7625,0.0,7.916666666666667,191.86111111111111,,,33.400000000000006,14.63888888888889,
05001,2017,18.766666666666666,28.57222222222222,122.16956521739131,0.0,7.205555555555555,166.03333333333333,,,32.599999999999994,13.333333333333334,
05001,2018,18.81764705882353,29.264705882352942,105.82916666666667,0.0,24.08823529411765,199.01176470588234,,,33.470588235294116,13.311764705882354,
05001,2019,19.616666666666667,29.68333333333333,127.2304347826087,0.0,11.338888888888889,204.30555555555554,,,33.766666666666666,14.327777777777776,
05001,2020,18.900000000000002,28.852941176470587,129.86666666666667,0.0,14.11176470588235,184.30588235294118,,,32.8235294117647,13.570588235294117,
05001,2021,18.305555555555557,28.733333333333334,119.46111111111112,0.0,18.022222222222226,176.2611111111111,,,33.45,12.149999999999999,
05001,2022,17.928571428571427,28.914285714285715,76.79230769230769,0.0,21.97142857142857,179.54285714285714,,,33.81428571428571,12.22857142857143,
05001,2023,18.95,29.941666666666666,98.10833333333333,0.0,12.625,198.58333333333334,,,34.825,14.116666666666667,
05001,2024,19.293333333333333,29.513333333333332,109.83571428571429,0.0,9.906666666666666,189.62666666666667,,,34.480000000000004,13.640000000000002,
05003,2010,18.916666666666668,31.8,65.975,0.0,7.783333333333334,218.625,,,35.449999999999996,13.333333333333334,
05003,2011,17.974999999999998,31.55,81.86153846153846,0.0,13.366666666666667,208.77499999999998,,,36.65833333333333,11.841666666666667,
05003,2012,18.208333333333332,30.724999999999998,90.24799999999999,0.0,7.333333333333333,194.6833333333333,,,35.733333333333334,12.491666666666667,
05003,2013,17.041666666666668,29.59166666666667,90.51111111111112,0.0,25.525000000000002,175.45833333333334,,,34.40833333333333,10.549999999999999,
05003,2014,17.233333333333334,28.616666666666664,120.02083333333333,0.0,19.491666666666667,156.09166666666667,,,32.916666666666664,10.825000000000001,
05003,2015,17.55,29.57,82.03333333333333,0.0,10.87,165.70999999999998,,,34.0,11.39,
05003,2016,19.463636363636365,30.772727272727273,133.49166666666667,0.0,8.163636363636364,211.0,,,35.09090909090909,13.854545454545455,
05003,2017,18.29090909090909,30.018181818181816,135.48333333333332,0.0,9.27,170.42000000000002,,,34.35454545454545,12.163636363636364,
05003,2018,13.3,28.24,103.71176470588235,0.0,44.03333333333333,133.23333333333332,,,33.02,5.975,
05003,2019,,,170.03076923076924,0.0,,,,,,,
05003,2020,18.491666666666667,30.325,136.70909090909092,0.0,13.391666666666666,196.775,,,34.458333333333336,12.516666666666666,
05003,2021,18.091666666666665,29.933333333333334,108.61666666666666,0.0,16.908333333333335,184.91666666666666,,,34.858333333333334,12.091666666666667,
05003,2022,17.8,29.957142857142856,134.22352941176473,0.0,20.8,187.27142857142854,,,35.05714285714286,12.171428571428573,
05003,2023,19.066666666666666,30.78333333333333,117.13684210526316,0.0,11.633333333333333,211.5666666666667,,,35.18333333333334,13.416666666666666,
05003,2024,19.119999999999997,30.119999999999997,156.76923076923077,0.0,8.940000000000001,200.84,,,35.22,12.559999999999999,
05005,2010,17.691666666666666,29.40833333333333,111.35454545454546,0.0,17.075,176.99166666666667,,1.8499999999999999,33.65833333333333,11.391666666666666,
05005,2011,16.516666666666666,28.983333333333334,135.28235294117647,,33.083333333333336,169.20000000000002,,2.066666666666667,36.65833333333333,10.799999999999999,
05005,2012,16.875,30.2,63.66756756756756,0.0,18.5,176.64166666666665,,1.9666666666666668,37.7,10.65,
05005,2013,15.358333333333334,27.25,105.5,,37.791666666666664,128.98333333333332,,1.7666666666666666,34.358333333333334,8.058333333333334,
