Crop,n_samples,R2_Climate,MAE_Climate,R2_NDVI_Only,MAE_NDVI_Only,R2_Soil,MAE_Soil,R2_All,MAE_All,ΔR2_NDVI,ΔR2_Soil,ΔR2_All
CORN,6517,0.43760270093931897,22.897830892126787,0.721980610586211,15.972550613496932,0.6937414512962663,17.290153118609403,0.7986013117985157,14.314069529652349,0.284377909646892,0.25613875035694733,0.3609986108591967
SOYBEANS,5527,0.35303321557849554,6.418240065013346,0.6578767680437299,4.613732670283302,0.6380705373732449,4.882909282700422,0.7427884096633479,4.054156720916215,0.3048435524652343,0.2850373217947494,0.3897551940848524
WHEAT,4363,0.4198673606135216,13.377546628037866,0.6252910901178792,10.403009259259257,0.7937413433624865,8.157345647193585,0.7917608650811583,7.9726643757159215,0.2054237295043576,0.3738739827489649,0.3718935044676367
COTTON,1649,0.46076095586287225,183.305,0.569020371610121,163.15366161616163,0.6808898107917917,147.49015656565658,0.6971808964310038,139.540803030303,0.10825941574724873,0.22012885492891943,0.23641994056813154
OATS,1623,0.2606928691512118,11.935701538461542,0.35776009505040296,11.21831076923077,0.37257901338778443,11.159187692307691,0.4085572954829756,10.628101538461541,0.09706722589919115,0.11188614423657262,0.14786442633176378
SORGHUM,1186,0.33278603236126225,15.693822128851536,0.5688588561561585,12.605086834733891,0.6103640787732998,12.079429971988798,0.6274939950659202,11.827932773109243,0.23607282379489625,0.27757804641203754,0.29470796270465793
